ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,4419451217.879971,4.4194512178799705
Albania,7982084301.953066,7.982084301953066
Algeria,58133879743.1746,58.133879743174596
Angola,4056205219.1663733,4.056205219166373
Antarctica,10576912.915847527,0.010576912915847527
Argentina,99536191329.58545,99.53619132958545
Armenia,19661057532.700047,19.661057532700045
Australia,195924136440.2425,195.9241364402425
Austria,59994853447.61464,59.99485344761464
Azerbaijan,40214992899.10255,40.21499289910255
Bangladesh,9313826502.642675,9.313826502642675
Belarus,103388917591.77222,103.38891759177221
Belgium,111381549871.68207,111.38154987168207
Belize,91231602.33108276,0.09123160233108277
Benin,655464656.8131471,0.655464656813147
Bhutan,121085058.24347964,0.12108505824347963
Bolivia,5902500039.144482,5.902500039144481
Bosnia and Herzegovina,18315217283.935394,18.315217283935393
Botswana,1558214315.5056973,1.5582143155056973
Brazil,174300722287.00903,174.30072228700902
Brunei,4071420745.212303,4.071420745212303
Bulgaria,92491448264.90965,92.49144826490965
Burkina Faso,431592708.4004333,0.4315927084004333
Burundi,111275887.21838355,0.11127588721838355
Cambodia,654835407.6323518,0.6548354076323517
Cameroon,2885522363.6995254,2.8855223636995255
Canada,407961992600.5579,407.96199260055795
Central African Republic,259017256.35454476,0.25901725635454476
Chad,364877654.75787014,0.36487765475787015
Chile,16871708206.494452,16.87170820649445
China,1697735092117.088,1697.7350921170878
Colombia,41200623673.32712,41.200623673327115
Costa Rica,2080434809.6628776,2.0804348096628775
Croatia,28630648204.41255,28.63064820441255
Cuba,32413656740.901203,32.4136567409012
Cyprus,2951435788.4517198,2.95143578845172
Czechia,209112770694.99884,209.11277069499883
Democratic Republic of the Congo,4494094865.1736355,4.494094865173635
Denmark,42327757106.74938,42.32775710674938
Djibouti,213949258.85107213,0.21394925885107213
Dominican Republic,7271139694.606305,7.271139694606305
East Timor,20192105.86525226,0.02019210586525226
Ecuador,11082672102.661572,11.082672102661572
Egypt,53898640272.24136,53.898640272241366
El Salvador,2040825586.9415555,2.0408255869415557
Equatorial Guinea,35893767.840210035,0.035893767840210034
Eritrea,276449767.46151364,0.2764497674615136
Estonia,40987064065.81252,40.987064065812525
Ethiopia,1752542062.6774766,1.7525420626774766
Falkland Islands,14889284.30678459,0.01488928430678459
Fiji,830491786.9134127,0.8304917869134127
Finland,39032557167.000565,39.03255716700056
France,417687575469.35095,417.687575469351
French Southern and Antarctic Lands,117272.62962090933,0.00011727262962090932
Gabon,3702969612.285035,3.702969612285035
Gambia,135752723.80662087,0.13575272380662087
Georgia,33164034680.46125,33.16403468046125
Germany,1067071054340.0242,1067.0710543400241
Ghana,2032364215.7650616,2.0323642157650617
Greece,51129247924.778725,51.129247924778724
Greenland,671026989.9607139,0.6710269899607139
Guatemala,3397217306.423609,3.3972173064236086
Guinea,710308929.3952816,0.7103089293952816
Guinea-Bissau,81679191.83406068,0.08167919183406068
Guyana,839282306.7163,0.8392823067163
Haiti,1087922628.2571957,1.0879226282571957
Honduras,1936309515.453585,1.936309515453585
Hungary,88784219992.53838,88.78421999253838
Iceland,2174669300.3820815,2.1746693003820816
India,361294073537.2007,361.2940735372007
Indonesia,78622712602.32112,78.62271260232112
Iran,151646574973.29617,151.64657497329617
Iraq,42717869494.40337,42.717869494403374
Ireland,26009004760.51158,26.00900476051158
Israel,16347791801.965536,16.347791801965535
Italy,337253965763.03284,337.25396576303285
Ivory Coast,4298377268.464972,4.2983772684649715
Jamaica,5613457876.026948,5.613457876026948
Japan,837209709456.5138,837.2097094565138
Jordan,7648118429.377303,7.648118429377303
Kazakhstan,238088048294.5985,238.0880482945985
Kenya,4816554157.576637,4.816554157576637
Kosovo,11881833166.498707,11.881833166498707
Kuwait,35052080573.86763,35.05208057386763
Kyrgyzstan,20961734349.419464,20.961734349419466
Laos,865895181.0231594,0.8658951810231594
Latvia,24084649187.6675,24.084649187667498
Lebanon,4705319537.069633,4.705319537069633
Lesotho,137838198.16940907,0.13783819816940907
Liberia,1227727563.1717348,1.2277275631717348
Libya,21856876173.315323,21.856876173315325
Lithuania,25217820702.994892,25.217820702994892
Luxembourg,9141307693.763937,9.141307693763936
Macedonia,8559535825.862247,8.559535825862248
Madagascar,693441812.2681922,0.6934418122681921
Malawi,425700193.3942861,0.4257001933942861
Malaysia,46790974721.9556,46.7909747219556
Mali,560133127.4378018,0.5601331274378019
Mauritania,620558521.1212573,0.6205585211212573
Mexico,247831399210.78296,247.83139921078296
Moldova,19796769788.281498,19.796769788281498
Mongolia,10191833409.843904,10.191833409843904
Montenegro,3637608297.887355,3.637608297887355
Morocco,17501996022.457737,17.501996022457735
Mozambique,2113701078.6321604,2.1137010786321606
Myanmar,5827227089.861172,5.8272270898611715
Namibia,1332432897.3593738,1.3324328973593738
Nepal,1230265606.2237356,1.2302656062237356
Netherlands,139899576341.5778,139.89957634157778
New Caledonia,907350087.3760211,0.9073500873760212
New Zealand,18664521131.215874,18.664521131215874
Nicaragua,2270400284.693324,2.270400284693324
Niger,886887536.5618213,0.8868875365618213
Nigeria,54968604950.2071,54.9686049502071
North Korea,125735213671.7626,125.73521367176261
Northern Cyprus,403738710.22415394,0.4037387102241539
Norway,26908424457.80462,26.908424457804617
Oman,12572132684.591105,12.572132684591104
Pakistan,38168215554.16376,38.16821555416376
Palestine,2105899282.843387,2.105899282843387
Panama,3729033276.25764,3.7290332762576397
Papua New Guinea,1329128867.5239947,1.3291288675239947
Paraguay,1925550235.9866147,1.9255502359866148
Peru,19643290253.82526,19.64329025382526
Philippines,32439734420.70145,32.43973442070145
Poland,427058903933.98444,427.0589039339844
Portugal,25619511205.267567,25.619511205267568
Puerto Rico,12841646513.722103,12.841646513722104
Qatar,7166794892.569308,7.166794892569309
Republic of Serbia,44643223894.88156,44.64322389488156
Republic of the Congo,1537136056.5363824,1.5371360565363825
Romania,206743829247.8889,206.7438292478889
Russia,1940452718569.4465,1940.4527185694465
Rwanda,451587586.9009032,0.4515875869009032
Saudi Arabia,158229525926.06647,158.22952592606646
Senegal,2143483564.054936,2.143483564054936
Sierra Leone,400722602.2994708,0.40072260229947076
Slovakia,57613757882.47811,57.61375788247811
Slovenia,13585447110.016441,13.58544711001644
Solomon Islands,123742009.0691344,0.12374200906913439
Somalia,763256668.2676588,0.7632566682676588
Somaliland,217501400.0226738,0.2175014000226738
South Africa,253648520693.796,253.648520693796
South Korea,149331155969.07782,149.33115596907783
South Sudan,1820762660.1171753,1.8207626601171754
Spain,189864064828.0918,189.86406482809178
Sri Lanka,4124129152.5440955,4.1241291525440955
Sudan,2552647137.900689,2.552647137900689
Suriname,467704765.7333951,0.4677047657333951
Swaziland,552496322.0748327,0.5524963220748327
Sweden,48675171136.97398,48.67517113697399
Switzerland,45550037717.627266,45.55003771762727
Syria,21556168310.72462,21.556168310724622
Taiwan,51041539746.38232,51.04153974638232
Tajikistan,12271813121.453745,12.271813121453745
Thailand,39328518627.08653,39.32851862708653
The Bahamas,334035955.17093515,0.33403595517093515
Togo,579830976.8363818,0.5798309768363817
Trinidad and Tobago,10601326960.743595,10.601326960743595
Tunisia,9809004707.089018,9.809004707089018
Turkey,91805555075.76892,91.80555507576892
Turkmenistan,33807929457.71687,33.80792945771687
Uganda,650266780.2236079,0.6502667802236078
Ukraine,661302271609.5088,661.3022716095088
United Arab Emirates,32895740389.132042,32.895740389132044
United Kingdom,542177209400.2766,542.1772094002766
United Republic of Tanzania,1670769837.609606,1.670769837609606
United States of America,4407874723570.321,4407.874723570321
Uruguay,2724858763.1558337,2.724858763155834
Uzbekistan,96205518296.58284,96.20551829658284
Vanuatu,16755597.659884045,0.016755597659884044
Venezuela,79823921753.39525,79.82392175339525
Vietnam,19416921676.083652,19.416921676083653
Western Sahara,25284467.33346398,0.02528446733346398
Yemen,5187819002.631491,5.187819002631491
Zambia,3055179589.0694084,3.0551795890694082
Zimbabwe,8794807313.32455,8.79480731332455
